product_title,category_label,number_of_views,merchant_rating,listing_date,title_word_count,title_char_count,longest_word_length
iphone 6s space grey 128gb 4.7 unlocked sim free,Mobile Phones,1045.0,4.0,2024-05-03,9,48,8
apple iphone 6s sim free 128gb silver,Mobile Phones,1693.0,3.8,2024-08-19,7,37,6
sim free iphone 6s 128gb mobile phone space grey,Mobile Phones,3436.0,3.8,2022-06-04,9,48,6
apple iphone 6s 4.7 single sim 4g 128gb pink gold,Mobile Phones,562.0,2.4,2023-05-05,10,49,6
apple iphone 6s 128gb gold sim free unlocked smartphone 128gb gold,Mobile Phones,2485.0,2.2,2024-02-24,11,66,10
apple iphone 6s 4.7 single sim 4g 128gb silver,Mobile Phones,3354.0,4.2,2022-09-03,9,46,6
apple iphone 6s 128 gb gold,Mobile Phones,225.0,4.2,2024-11-28,6,27,6
apple iphone 6s 128gb gold,Mobile Phones,4893.0,4.5,2024-01-29,5,26,6
apple iphone 6s 128gb gold unlocked,Mobile Phones,959.0,4.7,2023-06-22,6,35,8
11.938 cm 4.7 1334 x 750 3d touch a9 m9 128gb touch id 8,Mobile Phones,4548.0,3.0,2024-07-09,14,56,6
iphone 6s 128gb gold mkqv2b/a wc01,Mobile Phones,3067.0,3.0,2023-02-12,6,34,8
apple mn2v2b/a iphone 6s plus 32gb 5.5 12mp sim free smartphone in space grey,Mobile Phones,815.0,4.2,2023-06-09,14,77,10
apple iphone 6s plus space grey 32gb 4g unlocked sim free,Mobile Phones,4754.0,3.6,2024-04-07,11,57,8
iphone 6s plus 32gb space grey,Mobile Phones,4642.0,3.8,2024-06-21,6,30,6
apple iphone 6s plus space grey 32gb 4g unlocked sim free,Mobile Phones,3120.0,4.2,2022-02-05,11,57,8
apple iphone 6s plus space grey 32gb 4g unlocked sim free,Mobile Phones,16.0,4.6,2023-11-16,11,57,8
apple iphone 6s plus 32gb space grey unlocked,Mobile Phones,1243.0,2.4,2022-01-20,8,45,8
apple iphone 6s plus 32gb space grey unlocked,Mobile Phones,2205.0,2.5,2022-11-17,8,45,8
apple iphone 6s plus 5.5 single sim 4g 32gb pink gold,Mobile Phones,2524.0,1.4,2023-05-27,11,53,6
apple iphone 7 32gb black mn8x2zd/a,Mobile Phones,1069.0,3.3,2023-02-04,6,35,9
apple iphone 6s plus 5.5 single sim 4g 32gb silver,Mobile Phones,3444.0,1.1,2023-10-16,10,50,6
apple iphone 6s plus 5.5 inch multi touch 32gb wlan wwan bluetooth,Mobile Phones,2565.0,2.9,2024-08-29,12,66,9
sim free iphone 6s plus 32gb mobile phone space grey,Mobile Phones,1060.0,3.2,2023-04-16,10,52,6
iphone 6s plus 32gb silver mn2w2b/a wc01,Mobile Phones,2327.0,2.1,2024-04-13,7,40,8
apple iphone 6s plus,Mobile Phones,3420.0,3.4,2023-12-28,4,20,6
samsung galaxy s9 64 gb dual sim midnight black android 8.0 international version,Mobile Phones,301.0,1.1,2024-05-03,13,81,13
samsung galaxy s9 dual sim smartphone coral blue,Mobile Phones,4276.0,1.1,2022-02-20,8,48,10
samsung galaxy s9 g960f 64gb lte midnight black,Mobile Phones,606.0,4.3,2023-07-29,8,47,8
samsung galaxy s9 duos 64gb midnight black,Mobile Phones,3170.0,2.4,2022-05-30,7,42,8
samsung galaxy s9 midnight black 5.8 64gb 4g unlocked sim free,Mobile Phones,699.0,1.5,2022-11-10,11,62,8
samsung galaxy s9 lilac purple 5.8 64gb 4g unlocked sim free,Mobile Phones,1139.0,3.1,2023-07-24,11,60,8
samsung galaxy s9 sm 960f 5.8 single sim 4g 4gb 64gb 3000mah black,Mobile Phones,190.0,4.1,2022-11-01,13,66,7
samsung galaxy s9 midnight black 5.8 64gb 4g unlocked sim free,Mobile Phones,2300.0,1.9,2023-11-13,11,62,8
samsung galaxy s9 5.8 super amoled 64gb android 8.0 coral blue,Mobile Phones,980.0,3.5,2024-04-17,11,62,7
samsung s9 galaxy purple 64gb mobile phone sim free,Mobile Phones,2975.0,1.3,2024-12-13,9,51,7
samsung galaxy s9 single sim 64 gb 5.8 inch android 8.0 oreo uk version sim free smartphone midnight black,Mobile Phones,1184.0,1.2,2024-09-29,19,106,10
samsung mobile galaxy s9 series mobile phone in purple,Mobile Phones,3327.0,3.1,2023-03-20,9,54,7
samsung galaxy s9 sm g960f 5.8 single sim 4g 4gb 64gb 3000mah black,Mobile Phones,3394.0,3.2,2023-09-05,13,67,7
samsung galaxy s9,Mobile Phones,127.0,3.5,2024-09-19,3,17,7
sim free samsung galaxy s9 64gb mobile phone coral blue,Mobile Phones,2065.0,3.9,2022-09-21,10,55,7
apple iphone 6s 32 gb silver,Mobile Phones,1816.0,4.9,2024-12-12,6,28,6
apple iphone 6s silver 4.7 32gb 4g unlocked sim free,Mobile Phones,569.0,3.1,2024-09-30,10,52,8
apple iphone 6s 4.7 single sim 4g 32gb grey,Mobile Phones,1895.0,2.3,2022-01-05,9,43,6
apple iphone 6s silver 4.7 32gb 4g unlocked sim free,Mobile Phones,2733.0,4.2,2024-02-13,10,52,8
apple iphone 6s 32gb space grey,Mobile Phones,3863.0,2.1,2024-05-26,6,31,6
iphone 6s 32gb space grey 4.7 unlocked sim free,Mobile Phones,4721.0,2.8,2024-09-18,9,47,8
apple iphone 6s 32gb rose gold unlocked,Mobile Phones,4014.0,1.3,2024-06-02,7,39,8
apple iphone 6s 32gb gold unlocked,Mobile Phones,2901.0,1.1,2022-02-16,6,34,8
apple iphone 6s 4.7 single sim 4g 32gb silver,Mobile Phones,1686.0,4.9,2024-05-16,9,45,6
apple iphone 6s 32gb grau handy,Mobile Phones,3009.0,4.3,2024-04-02,6,31,6
apple mn0w2b/a iphone 6s 32gb space grey 4.7in a9 ios phones iphones,Mobile Phones,154.0,3.8,2024-07-24,12,68,8
11.938 cm 4.7 1334 x 750 3d touch a9 m9 32gb touch id 80,Mobile Phones,2537.0,2.6,2023-10-18,14,56,6
sim free iphone 6s 32gb mobile phone silver,Mobile Phones,1409.0,1.7,2022-09-26,8,43,6
iphone 6s 32gb rose gold mn122b/a wc01,Mobile Phones,4057.0,1.6,2023-01-05,7,38,8
apple iphone 6s plus 128 gb sim free smartphone gold refurbished,Mobile Phones,784.0,2.0,2023-09-28,11,64,11
sim free iphone 6s plus 128gb mobile phone silver,Mobile Phones,3175.0,3.2,2023-10-19,9,49,6
apple iphone 6s plus 128 gb gold,Mobile Phones,4341.0,3.9,2022-04-30,7,32,6
apple iphone 6s plus silver 128gb 5.5 4g unlocked sim free,Mobile Phones,2806.0,3.6,2024-04-10,11,58,8
apple iphone 6s plus silver 128gb 5.5 4g unlocked sim free,Mobile Phones,537.0,2.1,2024-12-17,11,58,8
apple iphone 6s plus sim free 128gb rose gold,Mobile Phones,1841.0,4.8,2024-01-11,9,45,6
apple iphone 6s plus sim free 128gb gold,Mobile Phones,2455.0,4.0,2022-04-27,8,40,6
iphone 6s plus space grey 128gb unlocked sim free,Mobile Phones,524.0,3.2,2024-03-01,9,49,8
apple iphone 6s plus 5.5 single sim 4g 128gb silver,Mobile Phones,2950.0,3.4,2024-10-09,10,51,6
iphone 6s 128gb silver a9 chip with 64 bit retina hd display with 3,Mobile Phones,4131.0,2.7,2024-12-17,14,67,7
apple iphone 6s plus 5.5 single sim 4g 128gb silver,Mobile Phones,4780.0,2.0,2023-09-26,10,51,6
apple iphone 6s plus 5.5 inch multi touch 128gb wlan wwan bluetooth,Mobile Phones,4115.0,2.4,2023-05-28,12,67,9
apple iphone 6s plus 4g 128gb silver de,Mobile Phones,2368.0,4.0,2024-03-12,8,39,6
samsung galaxy a3 2017,Mobile Phones,4495.0,1.5,2023-05-03,4,22,7
samsung a3 2017,Mobile Phones,2701.0,1.2,2024-06-15,3,15,7
sim free samsung a3 2017 16gb mobile phone blue mist,Mobile Phones,971.0,1.2,2023-12-05,10,52,7
samsung galaxy a3 2017 gold 4.7 16gb 4g unlocked sim free,Mobile Phones,1166.0,4.4,2023-08-04,11,57,8
samsung galaxy a32017smartphone 16gb,Mobile Phones,4929.0,3.8,2024-02-29,4,36,16
samsung galaxy a3 2017 gold 4.7 16gb 4g unlocked sim free,Mobile Phones,2774.0,2.9,2024-05-10,11,57,8
samsung galaxy a3 2017 a320f peach cloud,Mobile Phones,1982.0,1.4,2022-09-04,7,40,7
samsung sm a320fzbnbtu galaxy a3 2017 16gb smartphone in blue,Mobile Phones,853.0,3.0,2022-06-03,10,61,11
samsung galaxy a3 2017 gold 4.7 16gb 4g unlocked sim free,Mobile Phones,4146.0,2.9,2024-09-23,11,57,8
samsung galaxy a3 2017 16gb gold sand,Mobile Phones,3736.0,1.7,2023-11-28,7,37,7
samsung galaxy a3 2017 peach cloud smartphone original,Mobile Phones,3769.0,2.7,2024-12-28,8,54,10
samsung galaxy a3 2017 sm a320 4.7 inch smartphone octa core 1.6g,Mobile Phones,574.0,2.6,2024-12-06,12,65,10
samsung galaxy a3 black 2017,Mobile Phones,3261.0,3.5,2024-10-05,5,28,7
samsung galaxy a3 2017 smartphone,Mobile Phones,1148.0,3.5,2022-04-04,5,33,10
samsung mobile galaxy a3 2017 mobile phone in gold,Mobile Phones,1715.0,1.2,2024-08-15,9,50,7
samsung galaxy a3 2017 sm a320fl 4.7 single sim 4g 2gb 16gb,Mobile Phones,4777.0,2.5,2024-10-08,12,59,7
mob/samsung/a320 a3 2017 blue,Mobile Phones,4933.0,3.5,2023-03-29,4,29,16
grade c samsung galaxy a5 2017 gold 5.2 32gb 4g unlocked sim free,Mobile Phones,3854.0,3.0,2024-06-30,13,65,8
grade c samsung galaxy a5 2017 gold 5.2 32gb 4g unlocked sim free,Mobile Phones,2491.0,4.4,2022-08-06,13,65,8
samsung galaxy a5 2017 sm a520f 32gb black sky,Mobile Phones,2660.0,3.6,2023-04-19,9,46,7
sim free samsung a5 2017 32gb mobile phone blue mist,Mobile Phones,3124.0,1.7,2023-03-08,10,52,7
samsung smartphone phone galaxy a5 lte 2017 32gb gold 16mpx informatics,Mobile Phones,3051.0,1.3,2022-12-07,11,71,11
samsung galaxy a5 2017 32gb black sky,Mobile Phones,4.0,3.6,2023-07-05,7,37,7
samsung sm a520fziabtu galaxy a5 2017 32gb smartphone in peach cloud,Mobile Phones,4869.0,1.1,2022-12-23,11,68,11
samsung galaxy a5 2017 gold 5.2 32gb 4g unlocked sim free,Mobile Phones,876.0,3.3,2022-01-23,11,57,8
samsung galaxy a5 2017 5.2inches touch screen 32gb storage android 13 226.0black,Mobile Phones,991.0,4.8,2023-06-06,12,80,10
samsung galaxy a5 2017 sm a520f 5.2 single sim 4g 3gb 32gb 3000mah black,Mobile Phones,4142.0,3.3,2024-03-12,14,72,7
samsung galaxy a5 2017 sm a520f 5.2 single sim 4g 3gb 32gb,Mobile Phones,4364.0,2.6,2024-02-01,12,58,7
grade a samsung galaxy a5 2017 eu sim free smartphone,Mobile Phones,4465.0,3.6,2023-03-18,10,53,10
samsung galaxy a5 2017 5.2 super amoled full hd display 32gb 16mp cmos camera gold sand,Mobile Phones,635.0,2.8,2024-02-08,16,87,7
samsung galaxy a5 2017 sm a520f 13.2 cm 5.2 32 gb 16 mp andr,Mobile Phones,1693.0,3.2,2024-10-12,14,60,7
samsung galaxy a5 4g 32gb sand gold smartphone,Mobile Phones,1682.0,4.8,2023-05-31,8,46,10
samsung mobile galaxy a5 2017 mobile phone in gold,Mobile Phones,4752.0,2.5,2024-11-05,9,50,7
samsung galaxy note 8 sm n950f sim free smartphone 64gb midnight black,Mobile Phones,119.0,4.8,2024-03-02,12,70,10
samsung galaxy note8 64gb maple gold,Mobile Phones,830.0,4.6,2022-12-02,6,36,7
samsung n950f galaxy note 8 deepsea blue,Mobile Phones,3675.0,1.8,2022-09-15,7,40,7
samsung galaxy note 8 smartphone midnight black,Mobile Phones,1369.0,1.3,2023-05-12,7,47,10
samsung galaxy note 8 gold 6.3 64gb 4g unlocked sim free,Mobile Phones,740.0,1.4,2024-06-14,11,56,8
samsung galaxy note 8 black 6.3 64gb 4g unlocked sim free,Mobile Phones,116.0,1.1,2022-06-09,11,57,8
samsung galaxy note 8 gold 6.3 64gb 4g unlocked sim free,Mobile Phones,2838.0,1.4,2024-05-01,11,56,8
samsung mobile mobile phone in black,Mobile Phones,1150.0,3.7,2023-11-21,6,36,7
samsung galaxy note8 sm n950f 6.3 single sim 4g 6gb 64gb 3300mah gold,Mobile Phones,1931.0,1.3,2023-01-15,13,69,7
samsung galaxy note8 64 gb black,Mobile Phones,1012.0,2.3,2024-08-14,6,32,7
samsung galaxy note 8 sm n950f sim free smartphone single sim gold,Mobile Phones,1664.0,4.4,2023-11-22,12,66,10
samsung galaxy note8 black,Mobile Phones,1081.0,1.1,2024-12-02,4,26,7
samsung galaxy note 8 sm n950f 16 cm 6.3 6 gb 12 mp android 7,Mobile Phones,4729.0,4.3,2022-10-12,15,61,7
samsung galaxy note 8,Mobile Phones,512.0,2.1,2023-02-01,4,21,7
sim free samsung galaxy note 8 64gb mobile phone black,Mobile Phones,2849.0,1.5,2022-01-12,10,54,7
doro 5030,Mobile Phones,559.0,3.8,2023-05-14,2,9,4
doro 5030 white 1.7 2g unlocked sim free,Mobile Phones,3672.0,3.5,2024-01-24,8,40,8
doro 5030 white 1.7 2g unlocked sim free,Mobile Phones,4583.0,4.5,2022-02-04,8,40,8
doro 7112 5030 easy to use 2g uk sim free mobile phone white,Mobile Phones,4992.0,3.9,2023-12-28,13,60,6
doro 5030 white 1.7 2g unlocked sim free,Mobile Phones,3343.0,4.2,2024-04-28,8,40,8
doro 5030 mobile phone white,Mobile Phones,4070.0,2.1,2022-03-31,5,28,6
doro 7112 5030 easy to use 2g uk sim free mobile phone white,Mobile Phones,4799.0,1.7,2024-02-15,13,60,6
doro doro 5030 mobile phone in white,Mobile Phones,1470.0,4.0,2023-08-28,7,36,6
doro phoneeasy 5030 4.32 cm 1.7 128 x 160 pixels single sim gs,Mobile Phones,580.0,4.2,2024-08-27,13,62,9
doro phoneeasy 5030 1.7 78g black graphite,Mobile Phones,2294.0,5.0,2024-10-18,7,42,9
doro 5030 anthrazit telekom,Mobile Phones,3147.0,2.7,2023-02-22,4,27,9
sim free 5030 white by doro,Mobile Phones,4249.0,2.5,2022-04-25,6,27,5
sim free doro 5030 graphite,Mobile Phones,1679.0,4.1,2023-09-09,5,27,8
doro 5030 champagne,Mobile Phones,3506.0,2.4,2024-04-05,3,19,9
sim free doro 5030 candy bar mobile phone black,Mobile Phones,2744.0,4.7,2023-02-17,9,47,6
doro 5030 mobiltelefon mit gro tasten 160 x 128 pixel farbe 4.3 cm 1.7 graphite 380424,Mobile Phones,3356.0,4.4,2023-12-30,16,86,12
doro 5030 easy to use mobile phone,Mobile Phones,4045.0,2.7,2024-10-17,7,34,6
doro 5030 easy to use mobile phone,Mobile Phones,1243.0,4.0,2024-01-31,7,34,6
doro 5030,Mobile Phones,3118.0,4.0,2023-11-07,2,9,4
mob/doro/5030 graphite 7086 c2000,Mobile Phones,2141.0,1.4,2023-04-02,4,33,13
apple iphone se 4 inch multi touch 32gb wlan wwan bluetooth camera fingerprint sensor ios9 silver,Mobile Phones,3059.0,4.6,2024-07-08,16,97,11
apple iphone se 32gb silver,Mobile Phones,4548.0,3.0,2022-07-11,5,27,6
apple iphone se 32gb space grey,Mobile Phones,2959.0,4.3,2024-01-09,6,31,6
apple iphone se space grey 4 32gb 4g unlocked sim free,Mobile Phones,2265.0,2.3,2024-09-04,11,54,8
apple iphone se rose gold 4 32gb 4g unlocked sim free,Mobile Phones,2479.0,4.6,2024-10-05,11,53,8
apple iphone se 32 gb gold,Mobile Phones,4646.0,2.6,2022-04-06,6,26,6
apple iphone se gold 4 32gb 4g unlocked sim free,Mobile Phones,1635.0,1.0,2023-10-25,10,48,8
apple iphone se 32gb rose gold smartphone,Mobile Phones,1757.0,4.6,2022-02-06,7,41,10
iphone se 32gb space grey,Mobile Phones,4452.0,1.4,2022-10-06,5,25,6
apple iphone se 4 single sim 4g 32gb silver,Mobile Phones,2070.0,2.3,2022-08-05,9,43,6
10.16 cm 4 ips 640 x 1136 a9 m9 32gb lte 802.11ac bluetoo,Mobile Phones,2849.0,4.8,2024-05-16,13,57,8
apple iphone se 10.2 cm 4 32 gb single sim 4g gold,Mobile Phones,3251.0,4.8,2024-05-22,12,50,6
sim free iphone se 32gb mobile phone silver,Mobile Phones,3730.0,3.3,2022-03-03,8,43,6
grade b samsung s7 edge black 32gb unlocked sim free,Mobile Phones,2489.0,3.5,2023-08-19,10,52,8
grade b samsung s7 edge black 32gb unlocked sim free,Mobile Phones,1631.0,2.8,2023-12-30,10,52,8
samsung galaxy s7 edge sm g935f factory unlocked smartphone titanium silver,Mobile Phones,2816.0,2.2,2023-02-01,11,75,10
samsung galaxy s7 edge 32gb gold platinum,Mobile Phones,1015.0,2.3,2023-11-30,7,41,8
samsung galaxy s7 edge 32gb smartphone,Mobile Phones,1348.0,3.7,2024-11-08,6,38,10
samsung galaxy s7 edge gold 5.5 32gb 4g unlocked sim free,Mobile Phones,4611.0,4.0,2022-06-26,11,57,8
samsung galaxy s7 edge 32 gb sim free smartphone black,Mobile Phones,3087.0,4.2,2023-01-31,10,54,10
samsung galaxy s7 edge 32gb black,Mobile Phones,2839.0,4.2,2023-03-21,6,33,7
samsung galaxy s7 edge 32gb,Mobile Phones,335.0,1.4,2022-03-17,5,27,7
samsung sm g935fedabtu galaxy s7 edge 32gb smartphone in pink gold,Mobile Phones,4592.0,3.0,2022-09-22,11,66,11
samsung galaxy s7 edge 32gb black,Mobile Phones,895.0,1.2,2023-03-31,6,33,7
sony xperia xa2 ultra dual sim gold,Mobile Phones,3546.0,3.2,2023-12-19,7,35,6
sony xperia xa2 ultra 6 inch 32 gb android o uk sim free smartphone black,Mobile Phones,851.0,2.8,2024-01-05,15,73,10
sony xperia xa2 ultra black 6 32gb 4g unlocked sim free,Mobile Phones,1687.0,4.6,2024-04-30,11,55,8
sony xperia xa2 ultra black 6 32gb 4g unlocked sim free,Mobile Phones,1931.0,2.4,2022-05-24,11,55,8
sony xperia xa2 ultra 6 inch 32 gb android o uk sim free smartphone silver,Mobile Phones,3746.0,1.5,2024-06-03,15,74,10
sony xperia xa2 ultra black 6 32gb 4g unlocked sim free,Mobile Phones,2427.0,1.6,2024-12-28,11,55,8
sony mobile xperia xa series mobile phone in black,Mobile Phones,1568.0,4.0,2023-01-31,9,50,6
sony xperia xa2 ultra blue,Mobile Phones,4000.0,3.5,2024-11-14,5,26,6
sony xperia xa2 ultra silver,Mobile Phones,2738.0,1.4,2024-08-05,5,28,6
sony xperia xa2 ultra 6 4g 4gb 32gb 3580mah black,Mobile Phones,3498.0,1.3,2024-06-09,10,49,7
sony xperia xa2 ultra uk sim free smartphone,Mobile Phones,3913.0,3.8,2023-07-23,8,44,10
sony xperia xa2 ultra 6 4g 4gb 32gb 3580mah black,Mobile Phones,1066.0,1.3,2024-11-28,10,49,7
sony xperia xa2 ultra black,Mobile Phones,4380.0,4.3,2022-04-19,5,27,6
sony xperia xa2 ultra,Mobile Phones,2444.0,3.8,2024-12-01,4,21,6
sim free sony xa2 ultra 32gb mobile phone black,Mobile Phones,4107.0,1.3,2024-07-23,9,47,6
samsung galaxy j5 2017 16gb sim free smartphone gold sm j530f,Mobile Phones,3373.0,1.3,2023-02-02,11,61,10
samsung galaxy j5 2017 black 5.2 16gb 4g unlocked sim free,Mobile Phones,3969.0,4.9,2023-09-26,11,58,8
samsung galaxy j5 2017 black 5.2 16gb 4g unlocked sim free,Mobile Phones,2546.0,2.5,2024-01-03,11,58,8
samsung galaxy j5 16 gb black,Mobile Phones,2082.0,4.3,2023-10-20,6,29,7
samsung galaxy j5 2017 5.2 hd display 16gb 13mp black,Mobile Phones,2774.0,4.8,2024-01-21,10,53,7
samsung galaxy j5 2017 sm j530f 5.2 4g 2gb 16gb 3000mah black,Mobile Phones,2896.0,4.9,2023-08-11,12,61,7
samsung galaxy j5 2017 5.2 inch smartphone octa core 1.6ghz 2gb 16g,Mobile Phones,4185.0,4.0,2024-10-29,12,67,10
samsung galaxy j3 2017 edition,Mobile Phones,775.0,2.5,2024-08-11,5,30,7
sim free samsung galaxy j5 2017 16gb mobile phone gold,Mobile Phones,1625.0,1.3,2023-05-07,10,54,7
sony xperia xz1 compact 4.6 inch hd screen android 8.0 oreo uk sim free smartphone with 4gb ram and 32 gb storage single sim black,Mobile Phones,3069.0,4.1,2024-07-01,25,130,10
sony xperia xz1 compact 4.6 inch hd screen android 8.0 oreo uk sim free smartphone with 4gb ram and 32 gb storage single sim black,Mobile Phones,417.0,3.2,2022-06-19,25,130,10
sony xperia xz1 compact smartphone twilight pink,Mobile Phones,114.0,2.7,2024-08-03,7,48,10
sony xperia xz1 compact black,Mobile Phones,616.0,4.6,2024-03-05,5,29,7
sony xperia xz1 compact 32gb 4gb ram black,Mobile Phones,3974.0,1.4,2023-09-26,8,42,7
sony xperia xz1 compact pink 4.6 32gb 4g unlocked sim free,Mobile Phones,3267.0,3.0,2022-01-29,11,58,8
sony xperia xz1 compact pink 4.6 32gb 4g unlocked sim free,Mobile Phones,825.0,1.0,2022-12-05,11,58,8
sony mobile xperia xz series mobile phone in black,Mobile Phones,1516.0,2.9,2023-05-15,9,50,6
sony xperia xz1 compact 4.6 4g 4gb 32gb 2700mah black,Mobile Phones,3146.0,1.2,2023-05-26,10,53,7
sony xperia xz1 compact 32gb 4.6 triluminos display 19mp camera 4gb android smartphone,Mobile Phones,412.0,1.5,2022-08-05,13,86,10
sony xz1 compact black,Mobile Phones,728.0,1.5,2024-12-29,4,22,7
sony xperia xz1 compact pink 4.6 32gb 4g unlocked sim free,Mobile Phones,3348.0,3.6,2023-03-21,11,58,8
sony xperia xz1 compact smartphone,Mobile Phones,2808.0,4.0,2024-05-25,5,34,10
sony xperia xz1 compact 11.7 cm 4.6 32 gb 19 mp android 8 bl,Mobile Phones,675.0,3.3,2022-06-16,14,60,7
sim free sony xperia xz1 compact 32gb mobile phone black,Mobile Phones,3465.0,4.8,2022-04-01,10,56,7
iphone se 128gb silver,Mobile Phones,2504.0,2.5,2023-12-15,4,22,6
apple iphone se 128gb rose gold,Mobile Phones,2967.0,2.1,2022-02-08,6,31,6
apple iphone se 128gb rose gold,Mobile Phones,2786.0,4.5,2022-06-22,6,31,6
apple iphone se 4 single sim 4g 128gb gold,Mobile Phones,1122.0,1.9,2023-10-15,9,42,6
apple iphone se 128gb rose gold 4g unlocked sim free,Mobile Phones,4079.0,4.9,2024-01-24,10,52,8
10.16 cm 4 ips 640 x 1136 a9 m9 128gb lte 802.11ac blueto,Mobile Phones,1571.0,1.0,2024-12-17,13,57,8
apple iphone se 128 gb silver,Mobile Phones,2143.0,4.9,2023-04-21,6,29,6
apple iphone se 10.2 cm 4 128 gb single sim 4g silver,Mobile Phones,1687.0,1.2,2023-04-01,12,53,6
apple iphone se gold 4 128gb 4g unlocked sim free,Mobile Phones,4132.0,4.6,2024-04-08,10,49,8
apple iphone se 128gb silver,Mobile Phones,3851.0,3.1,2024-06-13,5,28,6
sim free iphone se 128gb mobile phone rose gold,Mobile Phones,3440.0,5.0,2024-10-21,9,47,6
sony xperia l1,Mobile Phones,3766.0,1.3,2023-01-22,3,14,6
sony xperia l1 sim free smartphone black,Mobile Phones,2326.0,3.2,2022-12-14,7,40,10
sony mobile xperia l series mobile phone in black,Mobile Phones,2914.0,4.9,2022-07-09,9,49,6
sony xperia l1 16 gb black,Mobile Phones,4968.0,3.1,2023-05-20,6,26,6
sony xperia l1 16gb black,Mobile Phones,3952.0,3.5,2024-04-03,5,25,6
sony xperia l1 sim free smartphone white,Mobile Phones,595.0,3.8,2024-07-17,7,40,10
sony xperia l1 black 5.5 16gb 4g unlocked sim free,Mobile Phones,728.0,2.8,2024-07-22,10,50,8
sony xperia l1 white,Mobile Phones,1365.0,3.5,2022-05-14,4,20,6
sony xperia l1,Mobile Phones,4492.0,3.3,2022-02-27,3,14,6
sony xperia l1 5.5 4g 2gb 16gb 2620mah white,Mobile Phones,698.0,4.6,2023-11-16,9,44,7
sony xperia l1 5.5 4g 2gb 16gb 2620mah black,Mobile Phones,395.0,1.2,2023-11-03,9,44,7
sony xperia l1 16gb white,Mobile Phones,4171.0,2.1,2022-06-22,5,25,6
13.97 cm 5.5 hd 720p mediatek quad core 64bit mt6737t 1.45ghzx4,Mobile Phones,4360.0,4.8,2024-03-25,11,63,9
new genuine sony xperia l1 smartphone white 1308 1122,Mobile Phones,2502.0,4.6,2022-03-21,9,53,10
sony xperia l1,Mobile Phones,1819.0,2.8,2024-06-04,3,14,6
sim free sony xperia l1 16gb mobile phone white,Mobile Phones,717.0,3.5,2022-07-22,9,47,6
open box samsung galaxy j3 2016 smartphone,Mobile Phones,2782.0,2.1,2024-02-03,7,42,10
samsung galaxy j3 gold 2016 5 8gb 4g unlocked sim free,Mobile Phones,4946.0,1.8,2022-02-16,11,54,8
samsung galaxy j3 white 2016 5 inch 8gb 4g unlocked sim free,Mobile Phones,3577.0,2.9,2023-10-18,12,60,8
samsung galaxy j3 2016 5 inch smartphone quad core 1.5ghz 1.5gb ram,Mobile Phones,143.0,2.4,2023-04-16,12,67,10
samsung galaxy j3 gold 2016 5 8gb 4g unlocked sim free,Mobile Phones,4980.0,3.3,2024-08-28,11,54,8
sim free samsung galaxy j3 2016 mobile phone black,Mobile Phones,3140.0,1.3,2024-11-01,9,50,7
samsung sm j320fzknbtu galaxy j3 2016 8gb smartphone in black,Mobile Phones,4491.0,4.9,2024-01-06,10,61,11
samsung galaxy j3 2016 white,Mobile Phones,2938.0,4.9,2024-02-23,5,28,7
smartphone samsung j320 galaxy j3 8gb colore gold tim,Mobile Phones,3636.0,3.8,2024-08-25,9,53,10
samsung galaxy j3 2016 8gb phone white,Mobile Phones,3222.0,3.1,2022-12-24,7,38,7
smartphone samsung j320 galaxy j3 8gb colore gold tim,Mobile Phones,1167.0,2.2,2024-08-29,9,53,10
sony xperia xz1 5.2 4gb ram 32 gb storage single sim smartphon,Mobile Phones,2616.0,4.3,2023-10-30,12,62,9
sony xperia xz1 5.2 inch hd screen android 8.0 oreo uk sim free smartphone with 4gb ram and 32 gb storage single sim black,Mobile Phones,1062.0,3.7,2023-01-08,24,122,10
